sheet	cell	v0.4.2_value	v0.5.1_value
ENGINE	AI78	'=IF($A78="","",IF($AH78<>"","BLOCKED",IF(CALC!$S78=1,"PENDING LINE",IF(CALC!$Q78=1,"STALE LINE",IF($AE78="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF78<>"",AND($G78="FCS",$I78=""),AND($H78="FCS",$J78="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B78="",$C78=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A78="","",IF($AH78<>"","BLOCKED",IF($AG78<>"","FCS — NO PLAY",IF(CALC!$S78=1,"PENDING LINE",IF(CALC!$Q78=1,"STALE LINE",IF($AE78="QB UNCERTAIN","QB UNCERTAIN",IF($AF78<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B78="",$C78=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ78	'=IF(OR($AI78="",$AI78="BLOCKED",$AI78="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z78<SETTINGS!$B$24,1,0)-IF($AE78="QB UNCERTAIN",1,0)-IF($AF78<>"",1,0)-IF($AG78<>"",1,0)+IF(CALC!$Z78>=6,1,0))))'	'=IF(OR($AI78="",$AI78="BLOCKED",$AI78="PENDING LINE",$AI78="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z78<SETTINGS!$B$24,1,0)-IF($AE78="QB UNCERTAIN",1,0)-IF($AF78<>"",1,0)-IF($AG78<>"",1,0)+IF(CALC!$Z78>=6,1,0))))'
ENGINE	AI79	'=IF($A79="","",IF($AH79<>"","BLOCKED",IF(CALC!$S79=1,"PENDING LINE",IF(CALC!$Q79=1,"STALE LINE",IF($AE79="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF79<>"",AND($G79="FCS",$I79=""),AND($H79="FCS",$J79="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B79="",$C79=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A79="","",IF($AH79<>"","BLOCKED",IF($AG79<>"","FCS — NO PLAY",IF(CALC!$S79=1,"PENDING LINE",IF(CALC!$Q79=1,"STALE LINE",IF($AE79="QB UNCERTAIN","QB UNCERTAIN",IF($AF79<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B79="",$C79=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ79	'=IF(OR($AI79="",$AI79="BLOCKED",$AI79="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z79<SETTINGS!$B$24,1,0)-IF($AE79="QB UNCERTAIN",1,0)-IF($AF79<>"",1,0)-IF($AG79<>"",1,0)+IF(CALC!$Z79>=6,1,0))))'	'=IF(OR($AI79="",$AI79="BLOCKED",$AI79="PENDING LINE",$AI79="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z79<SETTINGS!$B$24,1,0)-IF($AE79="QB UNCERTAIN",1,0)-IF($AF79<>"",1,0)-IF($AG79<>"",1,0)+IF(CALC!$Z79>=6,1,0))))'
ENGINE	AI80	'=IF($A80="","",IF($AH80<>"","BLOCKED",IF(CALC!$S80=1,"PENDING LINE",IF(CALC!$Q80=1,"STALE LINE",IF($AE80="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF80<>"",AND($G80="FCS",$I80=""),AND($H80="FCS",$J80="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B80="",$C80=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A80="","",IF($AH80<>"","BLOCKED",IF($AG80<>"","FCS — NO PLAY",IF(CALC!$S80=1,"PENDING LINE",IF(CALC!$Q80=1,"STALE LINE",IF($AE80="QB UNCERTAIN","QB UNCERTAIN",IF($AF80<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B80="",$C80=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ80	'=IF(OR($AI80="",$AI80="BLOCKED",$AI80="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z80<SETTINGS!$B$24,1,0)-IF($AE80="QB UNCERTAIN",1,0)-IF($AF80<>"",1,0)-IF($AG80<>"",1,0)+IF(CALC!$Z80>=6,1,0))))'	'=IF(OR($AI80="",$AI80="BLOCKED",$AI80="PENDING LINE",$AI80="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z80<SETTINGS!$B$24,1,0)-IF($AE80="QB UNCERTAIN",1,0)-IF($AF80<>"",1,0)-IF($AG80<>"",1,0)+IF(CALC!$Z80>=6,1,0))))'
ENGINE	AI81	'=IF($A81="","",IF($AH81<>"","BLOCKED",IF(CALC!$S81=1,"PENDING LINE",IF(CALC!$Q81=1,"STALE LINE",IF($AE81="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF81<>"",AND($G81="FCS",$I81=""),AND($H81="FCS",$J81="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B81="",$C81=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A81="","",IF($AH81<>"","BLOCKED",IF($AG81<>"","FCS — NO PLAY",IF(CALC!$S81=1,"PENDING LINE",IF(CALC!$Q81=1,"STALE LINE",IF($AE81="QB UNCERTAIN","QB UNCERTAIN",IF($AF81<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B81="",$C81=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ81	'=IF(OR($AI81="",$AI81="BLOCKED",$AI81="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z81<SETTINGS!$B$24,1,0)-IF($AE81="QB UNCERTAIN",1,0)-IF($AF81<>"",1,0)-IF($AG81<>"",1,0)+IF(CALC!$Z81>=6,1,0))))'	'=IF(OR($AI81="",$AI81="BLOCKED",$AI81="PENDING LINE",$AI81="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z81<SETTINGS!$B$24,1,0)-IF($AE81="QB UNCERTAIN",1,0)-IF($AF81<>"",1,0)-IF($AG81<>"",1,0)+IF(CALC!$Z81>=6,1,0))))'
ENGINE	AI82	'=IF($A82="","",IF($AH82<>"","BLOCKED",IF(CALC!$S82=1,"PENDING LINE",IF(CALC!$Q82=1,"STALE LINE",IF($AE82="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF82<>"",AND($G82="FCS",$I82=""),AND($H82="FCS",$J82="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B82="",$C82=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A82="","",IF($AH82<>"","BLOCKED",IF($AG82<>"","FCS — NO PLAY",IF(CALC!$S82=1,"PENDING LINE",IF(CALC!$Q82=1,"STALE LINE",IF($AE82="QB UNCERTAIN","QB UNCERTAIN",IF($AF82<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B82="",$C82=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ82	'=IF(OR($AI82="",$AI82="BLOCKED",$AI82="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z82<SETTINGS!$B$24,1,0)-IF($AE82="QB UNCERTAIN",1,0)-IF($AF82<>"",1,0)-IF($AG82<>"",1,0)+IF(CALC!$Z82>=6,1,0))))'	'=IF(OR($AI82="",$AI82="BLOCKED",$AI82="PENDING LINE",$AI82="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z82<SETTINGS!$B$24,1,0)-IF($AE82="QB UNCERTAIN",1,0)-IF($AF82<>"",1,0)-IF($AG82<>"",1,0)+IF(CALC!$Z82>=6,1,0))))'
ENGINE	AI83	'=IF($A83="","",IF($AH83<>"","BLOCKED",IF(CALC!$S83=1,"PENDING LINE",IF(CALC!$Q83=1,"STALE LINE",IF($AE83="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF83<>"",AND($G83="FCS",$I83=""),AND($H83="FCS",$J83="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B83="",$C83=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A83="","",IF($AH83<>"","BLOCKED",IF($AG83<>"","FCS — NO PLAY",IF(CALC!$S83=1,"PENDING LINE",IF(CALC!$Q83=1,"STALE LINE",IF($AE83="QB UNCERTAIN","QB UNCERTAIN",IF($AF83<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B83="",$C83=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ83	'=IF(OR($AI83="",$AI83="BLOCKED",$AI83="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z83<SETTINGS!$B$24,1,0)-IF($AE83="QB UNCERTAIN",1,0)-IF($AF83<>"",1,0)-IF($AG83<>"",1,0)+IF(CALC!$Z83>=6,1,0))))'	'=IF(OR($AI83="",$AI83="BLOCKED",$AI83="PENDING LINE",$AI83="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z83<SETTINGS!$B$24,1,0)-IF($AE83="QB UNCERTAIN",1,0)-IF($AF83<>"",1,0)-IF($AG83<>"",1,0)+IF(CALC!$Z83>=6,1,0))))'
ENGINE	AI84	'=IF($A84="","",IF($AH84<>"","BLOCKED",IF(CALC!$S84=1,"PENDING LINE",IF(CALC!$Q84=1,"STALE LINE",IF($AE84="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF84<>"",AND($G84="FCS",$I84=""),AND($H84="FCS",$J84="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B84="",$C84=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A84="","",IF($AH84<>"","BLOCKED",IF($AG84<>"","FCS — NO PLAY",IF(CALC!$S84=1,"PENDING LINE",IF(CALC!$Q84=1,"STALE LINE",IF($AE84="QB UNCERTAIN","QB UNCERTAIN",IF($AF84<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B84="",$C84=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ84	'=IF(OR($AI84="",$AI84="BLOCKED",$AI84="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z84<SETTINGS!$B$24,1,0)-IF($AE84="QB UNCERTAIN",1,0)-IF($AF84<>"",1,0)-IF($AG84<>"",1,0)+IF(CALC!$Z84>=6,1,0))))'	'=IF(OR($AI84="",$AI84="BLOCKED",$AI84="PENDING LINE",$AI84="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z84<SETTINGS!$B$24,1,0)-IF($AE84="QB UNCERTAIN",1,0)-IF($AF84<>"",1,0)-IF($AG84<>"",1,0)+IF(CALC!$Z84>=6,1,0))))'
ENGINE	AI85	'=IF($A85="","",IF($AH85<>"","BLOCKED",IF(CALC!$S85=1,"PENDING LINE",IF(CALC!$Q85=1,"STALE LINE",IF($AE85="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF85<>"",AND($G85="FCS",$I85=""),AND($H85="FCS",$J85="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B85="",$C85=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A85="","",IF($AH85<>"","BLOCKED",IF($AG85<>"","FCS — NO PLAY",IF(CALC!$S85=1,"PENDING LINE",IF(CALC!$Q85=1,"STALE LINE",IF($AE85="QB UNCERTAIN","QB UNCERTAIN",IF($AF85<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B85="",$C85=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ85	'=IF(OR($AI85="",$AI85="BLOCKED",$AI85="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z85<SETTINGS!$B$24,1,0)-IF($AE85="QB UNCERTAIN",1,0)-IF($AF85<>"",1,0)-IF($AG85<>"",1,0)+IF(CALC!$Z85>=6,1,0))))'	'=IF(OR($AI85="",$AI85="BLOCKED",$AI85="PENDING LINE",$AI85="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z85<SETTINGS!$B$24,1,0)-IF($AE85="QB UNCERTAIN",1,0)-IF($AF85<>"",1,0)-IF($AG85<>"",1,0)+IF(CALC!$Z85>=6,1,0))))'
ENGINE	AI86	'=IF($A86="","",IF($AH86<>"","BLOCKED",IF(CALC!$S86=1,"PENDING LINE",IF(CALC!$Q86=1,"STALE LINE",IF($AE86="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF86<>"",AND($G86="FCS",$I86=""),AND($H86="FCS",$J86="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B86="",$C86=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A86="","",IF($AH86<>"","BLOCKED",IF($AG86<>"","FCS — NO PLAY",IF(CALC!$S86=1,"PENDING LINE",IF(CALC!$Q86=1,"STALE LINE",IF($AE86="QB UNCERTAIN","QB UNCERTAIN",IF($AF86<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B86="",$C86=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ86	'=IF(OR($AI86="",$AI86="BLOCKED",$AI86="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z86<SETTINGS!$B$24,1,0)-IF($AE86="QB UNCERTAIN",1,0)-IF($AF86<>"",1,0)-IF($AG86<>"",1,0)+IF(CALC!$Z86>=6,1,0))))'	'=IF(OR($AI86="",$AI86="BLOCKED",$AI86="PENDING LINE",$AI86="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z86<SETTINGS!$B$24,1,0)-IF($AE86="QB UNCERTAIN",1,0)-IF($AF86<>"",1,0)-IF($AG86<>"",1,0)+IF(CALC!$Z86>=6,1,0))))'
ENGINE	AI87	'=IF($A87="","",IF($AH87<>"","BLOCKED",IF(CALC!$S87=1,"PENDING LINE",IF(CALC!$Q87=1,"STALE LINE",IF($AE87="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF87<>"",AND($G87="FCS",$I87=""),AND($H87="FCS",$J87="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B87="",$C87=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A87="","",IF($AH87<>"","BLOCKED",IF($AG87<>"","FCS — NO PLAY",IF(CALC!$S87=1,"PENDING LINE",IF(CALC!$Q87=1,"STALE LINE",IF($AE87="QB UNCERTAIN","QB UNCERTAIN",IF($AF87<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B87="",$C87=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ87	'=IF(OR($AI87="",$AI87="BLOCKED",$AI87="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z87<SETTINGS!$B$24,1,0)-IF($AE87="QB UNCERTAIN",1,0)-IF($AF87<>"",1,0)-IF($AG87<>"",1,0)+IF(CALC!$Z87>=6,1,0))))'	'=IF(OR($AI87="",$AI87="BLOCKED",$AI87="PENDING LINE",$AI87="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z87<SETTINGS!$B$24,1,0)-IF($AE87="QB UNCERTAIN",1,0)-IF($AF87<>"",1,0)-IF($AG87<>"",1,0)+IF(CALC!$Z87>=6,1,0))))'
ENGINE	AI88	'=IF($A88="","",IF($AH88<>"","BLOCKED",IF(CALC!$S88=1,"PENDING LINE",IF(CALC!$Q88=1,"STALE LINE",IF($AE88="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF88<>"",AND($G88="FCS",$I88=""),AND($H88="FCS",$J88="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B88="",$C88=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A88="","",IF($AH88<>"","BLOCKED",IF($AG88<>"","FCS — NO PLAY",IF(CALC!$S88=1,"PENDING LINE",IF(CALC!$Q88=1,"STALE LINE",IF($AE88="QB UNCERTAIN","QB UNCERTAIN",IF($AF88<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B88="",$C88=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ88	'=IF(OR($AI88="",$AI88="BLOCKED",$AI88="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z88<SETTINGS!$B$24,1,0)-IF($AE88="QB UNCERTAIN",1,0)-IF($AF88<>"",1,0)-IF($AG88<>"",1,0)+IF(CALC!$Z88>=6,1,0))))'	'=IF(OR($AI88="",$AI88="BLOCKED",$AI88="PENDING LINE",$AI88="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z88<SETTINGS!$B$24,1,0)-IF($AE88="QB UNCERTAIN",1,0)-IF($AF88<>"",1,0)-IF($AG88<>"",1,0)+IF(CALC!$Z88>=6,1,0))))'
ENGINE	AI89	'=IF($A89="","",IF($AH89<>"","BLOCKED",IF(CALC!$S89=1,"PENDING LINE",IF(CALC!$Q89=1,"STALE LINE",IF($AE89="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF89<>"",AND($G89="FCS",$I89=""),AND($H89="FCS",$J89="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B89="",$C89=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A89="","",IF($AH89<>"","BLOCKED",IF($AG89<>"","FCS — NO PLAY",IF(CALC!$S89=1,"PENDING LINE",IF(CALC!$Q89=1,"STALE LINE",IF($AE89="QB UNCERTAIN","QB UNCERTAIN",IF($AF89<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B89="",$C89=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ89	'=IF(OR($AI89="",$AI89="BLOCKED",$AI89="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z89<SETTINGS!$B$24,1,0)-IF($AE89="QB UNCERTAIN",1,0)-IF($AF89<>"",1,0)-IF($AG89<>"",1,0)+IF(CALC!$Z89>=6,1,0))))'	'=IF(OR($AI89="",$AI89="BLOCKED",$AI89="PENDING LINE",$AI89="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z89<SETTINGS!$B$24,1,0)-IF($AE89="QB UNCERTAIN",1,0)-IF($AF89<>"",1,0)-IF($AG89<>"",1,0)+IF(CALC!$Z89>=6,1,0))))'
ENGINE	AI90	'=IF($A90="","",IF($AH90<>"","BLOCKED",IF(CALC!$S90=1,"PENDING LINE",IF(CALC!$Q90=1,"STALE LINE",IF($AE90="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF90<>"",AND($G90="FCS",$I90=""),AND($H90="FCS",$J90="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B90="",$C90=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A90="","",IF($AH90<>"","BLOCKED",IF($AG90<>"","FCS — NO PLAY",IF(CALC!$S90=1,"PENDING LINE",IF(CALC!$Q90=1,"STALE LINE",IF($AE90="QB UNCERTAIN","QB UNCERTAIN",IF($AF90<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B90="",$C90=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ90	'=IF(OR($AI90="",$AI90="BLOCKED",$AI90="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z90<SETTINGS!$B$24,1,0)-IF($AE90="QB UNCERTAIN",1,0)-IF($AF90<>"",1,0)-IF($AG90<>"",1,0)+IF(CALC!$Z90>=6,1,0))))'	'=IF(OR($AI90="",$AI90="BLOCKED",$AI90="PENDING LINE",$AI90="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z90<SETTINGS!$B$24,1,0)-IF($AE90="QB UNCERTAIN",1,0)-IF($AF90<>"",1,0)-IF($AG90<>"",1,0)+IF(CALC!$Z90>=6,1,0))))'
ENGINE	AI91	'=IF($A91="","",IF($AH91<>"","BLOCKED",IF(CALC!$S91=1,"PENDING LINE",IF(CALC!$Q91=1,"STALE LINE",IF($AE91="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF91<>"",AND($G91="FCS",$I91=""),AND($H91="FCS",$J91="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B91="",$C91=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A91="","",IF($AH91<>"","BLOCKED",IF($AG91<>"","FCS — NO PLAY",IF(CALC!$S91=1,"PENDING LINE",IF(CALC!$Q91=1,"STALE LINE",IF($AE91="QB UNCERTAIN","QB UNCERTAIN",IF($AF91<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B91="",$C91=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ91	'=IF(OR($AI91="",$AI91="BLOCKED",$AI91="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z91<SETTINGS!$B$24,1,0)-IF($AE91="QB UNCERTAIN",1,0)-IF($AF91<>"",1,0)-IF($AG91<>"",1,0)+IF(CALC!$Z91>=6,1,0))))'	'=IF(OR($AI91="",$AI91="BLOCKED",$AI91="PENDING LINE",$AI91="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z91<SETTINGS!$B$24,1,0)-IF($AE91="QB UNCERTAIN",1,0)-IF($AF91<>"",1,0)-IF($AG91<>"",1,0)+IF(CALC!$Z91>=6,1,0))))'
ENGINE	AI92	'=IF($A92="","",IF($AH92<>"","BLOCKED",IF(CALC!$S92=1,"PENDING LINE",IF(CALC!$Q92=1,"STALE LINE",IF($AE92="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF92<>"",AND($G92="FCS",$I92=""),AND($H92="FCS",$J92="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B92="",$C92=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A92="","",IF($AH92<>"","BLOCKED",IF($AG92<>"","FCS — NO PLAY",IF(CALC!$S92=1,"PENDING LINE",IF(CALC!$Q92=1,"STALE LINE",IF($AE92="QB UNCERTAIN","QB UNCERTAIN",IF($AF92<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B92="",$C92=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ92	'=IF(OR($AI92="",$AI92="BLOCKED",$AI92="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z92<SETTINGS!$B$24,1,0)-IF($AE92="QB UNCERTAIN",1,0)-IF($AF92<>"",1,0)-IF($AG92<>"",1,0)+IF(CALC!$Z92>=6,1,0))))'	'=IF(OR($AI92="",$AI92="BLOCKED",$AI92="PENDING LINE",$AI92="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z92<SETTINGS!$B$24,1,0)-IF($AE92="QB UNCERTAIN",1,0)-IF($AF92<>"",1,0)-IF($AG92<>"",1,0)+IF(CALC!$Z92>=6,1,0))))'
ENGINE	AI93	'=IF($A93="","",IF($AH93<>"","BLOCKED",IF(CALC!$S93=1,"PENDING LINE",IF(CALC!$Q93=1,"STALE LINE",IF($AE93="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF93<>"",AND($G93="FCS",$I93=""),AND($H93="FCS",$J93="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B93="",$C93=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A93="","",IF($AH93<>"","BLOCKED",IF($AG93<>"","FCS — NO PLAY",IF(CALC!$S93=1,"PENDING LINE",IF(CALC!$Q93=1,"STALE LINE",IF($AE93="QB UNCERTAIN","QB UNCERTAIN",IF($AF93<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B93="",$C93=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ93	'=IF(OR($AI93="",$AI93="BLOCKED",$AI93="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z93<SETTINGS!$B$24,1,0)-IF($AE93="QB UNCERTAIN",1,0)-IF($AF93<>"",1,0)-IF($AG93<>"",1,0)+IF(CALC!$Z93>=6,1,0))))'	'=IF(OR($AI93="",$AI93="BLOCKED",$AI93="PENDING LINE",$AI93="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z93<SETTINGS!$B$24,1,0)-IF($AE93="QB UNCERTAIN",1,0)-IF($AF93<>"",1,0)-IF($AG93<>"",1,0)+IF(CALC!$Z93>=6,1,0))))'
ENGINE	AI94	'=IF($A94="","",IF($AH94<>"","BLOCKED",IF(CALC!$S94=1,"PENDING LINE",IF(CALC!$Q94=1,"STALE LINE",IF($AE94="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF94<>"",AND($G94="FCS",$I94=""),AND($H94="FCS",$J94="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B94="",$C94=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A94="","",IF($AH94<>"","BLOCKED",IF($AG94<>"","FCS — NO PLAY",IF(CALC!$S94=1,"PENDING LINE",IF(CALC!$Q94=1,"STALE LINE",IF($AE94="QB UNCERTAIN","QB UNCERTAIN",IF($AF94<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B94="",$C94=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ94	'=IF(OR($AI94="",$AI94="BLOCKED",$AI94="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z94<SETTINGS!$B$24,1,0)-IF($AE94="QB UNCERTAIN",1,0)-IF($AF94<>"",1,0)-IF($AG94<>"",1,0)+IF(CALC!$Z94>=6,1,0))))'	'=IF(OR($AI94="",$AI94="BLOCKED",$AI94="PENDING LINE",$AI94="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z94<SETTINGS!$B$24,1,0)-IF($AE94="QB UNCERTAIN",1,0)-IF($AF94<>"",1,0)-IF($AG94<>"",1,0)+IF(CALC!$Z94>=6,1,0))))'
ENGINE	AI95	'=IF($A95="","",IF($AH95<>"","BLOCKED",IF(CALC!$S95=1,"PENDING LINE",IF(CALC!$Q95=1,"STALE LINE",IF($AE95="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF95<>"",AND($G95="FCS",$I95=""),AND($H95="FCS",$J95="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B95="",$C95=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A95="","",IF($AH95<>"","BLOCKED",IF($AG95<>"","FCS — NO PLAY",IF(CALC!$S95=1,"PENDING LINE",IF(CALC!$Q95=1,"STALE LINE",IF($AE95="QB UNCERTAIN","QB UNCERTAIN",IF($AF95<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B95="",$C95=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ95	'=IF(OR($AI95="",$AI95="BLOCKED",$AI95="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z95<SETTINGS!$B$24,1,0)-IF($AE95="QB UNCERTAIN",1,0)-IF($AF95<>"",1,0)-IF($AG95<>"",1,0)+IF(CALC!$Z95>=6,1,0))))'	'=IF(OR($AI95="",$AI95="BLOCKED",$AI95="PENDING LINE",$AI95="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z95<SETTINGS!$B$24,1,0)-IF($AE95="QB UNCERTAIN",1,0)-IF($AF95<>"",1,0)-IF($AG95<>"",1,0)+IF(CALC!$Z95>=6,1,0))))'
ENGINE	AI96	'=IF($A96="","",IF($AH96<>"","BLOCKED",IF(CALC!$S96=1,"PENDING LINE",IF(CALC!$Q96=1,"STALE LINE",IF($AE96="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF96<>"",AND($G96="FCS",$I96=""),AND($H96="FCS",$J96="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B96="",$C96=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A96="","",IF($AH96<>"","BLOCKED",IF($AG96<>"","FCS — NO PLAY",IF(CALC!$S96=1,"PENDING LINE",IF(CALC!$Q96=1,"STALE LINE",IF($AE96="QB UNCERTAIN","QB UNCERTAIN",IF($AF96<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B96="",$C96=""),"DATA INCOMPLETE","READY"))))))))'
