sheet,cell,classification,old,new
QB VALUES,C41,CUMULATIVE,,Cutter Boley
QB VALUES,D41,CUMULATIVE,,0
QB VALUES,E41,CUMULATIVE,,Cutter Boley
QB VALUES,F41,CUMULATIVE,,0
QB VALUES,H41,CUMULATIVE,,M
QB VALUES,I41,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J41,CUMULATIVE,,2026
QB VALUES,K41,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L41,CUMULATIVE,,VERIFIED 2026-08-03: Cutter Boley confirmed as Arizona State's projected starter in current Big 12 starter rankings; M retained (no official naming located).
QB VALUES,C42,CUMULATIVE,,DJ Lagway
QB VALUES,D42,CUMULATIVE,,0
QB VALUES,E42,CUMULATIVE,,DJ Lagway
QB VALUES,F42,CUMULATIVE,,0
QB VALUES,H42,CUMULATIVE,,H
QB VALUES,I42,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J42,CUMULATIVE,,2026
QB VALUES,K42,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L42,CUMULATIVE,,"transfer | prev: Florida | 2025: Florida 2025: 63.2% comp, 2,264 yds, 16 TD, 14 INT (started all 12) | projected transfer QB1 (SI High); affiliation verified | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C43,CUMULATIVE,,Bear Bachmeier
QB VALUES,D43,CUMULATIVE,,0
QB VALUES,E43,CUMULATIVE,,Bear Bachmeier
QB VALUES,F43,CUMULATIVE,,0
QB VALUES,H43,CUMULATIVE,,H
QB VALUES,I43,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J43,CUMULATIVE,,2026
QB VALUES,K43,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L43,CUMULATIVE,,"returning starter | 2025: 2025: 64.9% comp, 3,033 yds, 15 TD, 7 INT | returning starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C44,CUMULATIVE,,JC French IV
QB VALUES,D44,CUMULATIVE,,0
QB VALUES,E44,CUMULATIVE,,JC French IV
QB VALUES,F44,CUMULATIVE,,0
QB VALUES,H44,CUMULATIVE,,H
QB VALUES,I44,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J44,CUMULATIVE,,2026
QB VALUES,K44,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L44,CUMULATIVE,,"transfer | prev: Georgia Southern | 2025: GSU 2025: 63.8% comp, 2,929 yds, 20 TD, 8 INT; 29 sacks | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C45,CUMULATIVE,,Julian Lewis
QB VALUES,D45,CUMULATIVE,,0
QB VALUES,E45,CUMULATIVE,,Julian Lewis
QB VALUES,F45,CUMULATIVE,,0
QB VALUES,H45,CUMULATIVE,,H
QB VALUES,I45,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J45,CUMULATIVE,,2026
QB VALUES,K45,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L45,CUMULATIVE,,"backup promotion | 2025: 2025: 55.3% comp, 589 yds, 4 TD, 0 INT (limited) | named starter, no competition (SI High); inexperienced | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C46,CUMULATIVE,,Conner Weigman
QB VALUES,D46,CUMULATIVE,,0
QB VALUES,E46,CUMULATIVE,,Conner Weigman
QB VALUES,F46,CUMULATIVE,,0
QB VALUES,H46,CUMULATIVE,,H
QB VALUES,I46,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J46,CUMULATIVE,,2026
QB VALUES,K46,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L46,CUMULATIVE,,VERIFIED 2026-08-03: Conner Weigman is Houston's RETURNING starter entering his second season as the signal-caller; confirmed on the official University of Houston roster; publicly announced his return for 2026; coach praise reported for his offseason bounce-back; NO competition reported in any located source. Established healthy returning starter with no credible competition -> H (not a media projection). Zero initialization RETAINED (correct for H under the preseason baseline-delta method); status remains OK.
QB VALUES,C47,CUMULATIVE,,Jaylen Raynor
QB VALUES,D47,CUMULATIVE,,0
QB VALUES,E47,CUMULATIVE,,Jaylen Raynor
QB VALUES,F47,CUMULATIVE,,0
QB VALUES,H47,CUMULATIVE,,H
QB VALUES,I47,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J47,CUMULATIVE,,2026
QB VALUES,K47,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L47,CUMULATIVE,,"transfer | prev: Arkansas State | 2025: ASU 2025: 66.5% comp, 3,361 yds, 19 TD, 11 INT | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,E48,CUMULATIVE,,Cole Ballard (leader; Isaiah Marshall competing)
QB VALUES,H48,CUMULATIVE,,L
QB VALUES,I48,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J48,CUMULATIVE,,2026
QB VALUES,K48,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L48,CUMULATIVE,,"VERIFIED 2026-08-03: Cole Ballard 'MAY BE' Kansas's QB1 (SI headline wording) replacing Jalon Daniels, with real competition from Isaiah Marshall - Ballard the better thrower, Marshall the better runner; Kansas QBs described as 'totally fine with competition heading into camp.' Ballard confirmed on the official kuathletics.com roster. No naming by Lance Leipold located -> L retained. This confirms the Phase 7D.3 decision NOT to upgrade on a national projected-starter list alone. Values remain blank; UNCERTAIN."
QB VALUES,C49,CUMULATIVE,,Avery Johnson
QB VALUES,D49,CUMULATIVE,,0
QB VALUES,E49,CUMULATIVE,,Avery Johnson
QB VALUES,F49,CUMULATIVE,,0
QB VALUES,H49,CUMULATIVE,,H
QB VALUES,I49,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J49,CUMULATIVE,,2026
QB VALUES,K49,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L49,CUMULATIVE,,"returning starter | 2025: 2025: 59.8% comp, 2,385 yds, 18 TD, 6 INT | returning starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C50,CUMULATIVE,,Drew Mestemaker
QB VALUES,D50,CUMULATIVE,,0
QB VALUES,E50,CUMULATIVE,,Drew Mestemaker
QB VALUES,F50,CUMULATIVE,,0
QB VALUES,H50,CUMULATIVE,,H
QB VALUES,I50,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J50,CUMULATIVE,,2026
QB VALUES,K50,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L50,CUMULATIVE,,"transfer | prev: North Texas | 2025: UNT 2025: 68.9% comp, 4,379 yds, 34 TD, 9 INT | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C51,CUMULATIVE,,Jaden Craig
QB VALUES,D51,CUMULATIVE,,0
QB VALUES,E51,CUMULATIVE,,Jaden Craig
QB VALUES,F51,CUMULATIVE,,0
QB VALUES,H51,CUMULATIVE,,H
QB VALUES,I51,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J51,CUMULATIVE,,2026
QB VALUES,K51,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L51,CUMULATIVE,,"transfer | prev: Harvard | 2025: Harvard 2025: 61.5% comp, 2,869 yds, 25 TD, 7 INT | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,E52,CUMULATIVE,,Will Hammond
QB VALUES,H52,CUMULATIVE,,M
QB VALUES,I52,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J52,CUMULATIVE,,2026
QB VALUES,K52,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L52,CUMULATIVE,,"Surgeon clearance reported (late July 2026); projected Week 1 starter per ESPN/On3. FINAL TEAM MEDICAL CLEARANCE STILL PENDING - training staff retains the decision (~Aug 21 nine-month ACL mark). Classification is LIKELY (M), NOT KNOWN (H): no official naming has occurred. Numerical QB delta remains GATED - Baseline/Active values stay blank until final clearance, so QB status correctly remains UNCERTAIN."
QB VALUES,C53,CUMULATIVE,,Alonza Barnett III
QB VALUES,D53,CUMULATIVE,,0
QB VALUES,E53,CUMULATIVE,,Alonza Barnett III
QB VALUES,F53,CUMULATIVE,,0
QB VALUES,H53,CUMULATIVE,,H
QB VALUES,I53,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J53,CUMULATIVE,,2026
QB VALUES,K53,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L53,CUMULATIVE,,"transfer | prev: James Madison | 2025: JMU 2025: 58.4% comp, 2,806 yds, 23 TD, 8 INT | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C54,CUMULATIVE,,Devon Dampier
QB VALUES,D54,CUMULATIVE,,0
QB VALUES,E54,CUMULATIVE,,Devon Dampier
QB VALUES,F54,CUMULATIVE,,0
QB VALUES,H54,CUMULATIVE,,H
QB VALUES,I54,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J54,CUMULATIVE,,2026
QB VALUES,K54,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L54,CUMULATIVE,,"returning starter | 2025: 2025: 63.5% comp, 2,490 yds, 24 TD, 5 INT | returning starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C55,CUMULATIVE,,Michael Hawkins Jr.
QB VALUES,D55,CUMULATIVE,,0
QB VALUES,E55,CUMULATIVE,,Michael Hawkins Jr.
QB VALUES,F55,CUMULATIVE,,0
QB VALUES,H55,CUMULATIVE,,M
QB VALUES,I55,CUMULATIVE,,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season)
QB VALUES,J55,CUMULATIVE,,2026
QB VALUES,K55,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L55,CUMULATIVE,,VERIFIED 2026-08-03: Michael Hawkins Jr. confirmed as West Virginia's projected starter; M retained (no official naming located).
QB VALUES,C56,CUMULATIVE,,Mason McKenzie
QB VALUES,D56,CUMULATIVE,,0
QB VALUES,E56,CUMULATIVE,,Mason McKenzie
QB VALUES,F56,CUMULATIVE,,0
QB VALUES,H56,CUMULATIVE,,H
QB VALUES,I56,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J56,CUMULATIVE,,2026
QB VALUES,K56,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L56,CUMULATIVE,,"transfer | prev: Saginaw Valley State (D-II) | 2025: D-II 2025: 59.8% comp, 2,086 yds, 17 TD, 11 INT (+7 fumbles) | uncontested transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C57,CUMULATIVE,,Jaron-Keawe Sagapolutele
QB VALUES,D57,CUMULATIVE,,0
QB VALUES,E57,CUMULATIVE,,Jaron-Keawe Sagapolutele
QB VALUES,F57,CUMULATIVE,,0
QB VALUES,H57,CUMULATIVE,,H
QB VALUES,I57,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J57,CUMULATIVE,,2026
QB VALUES,K57,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L57,CUMULATIVE,,"returning starter | 2025: 2025: 64.2% comp, 3,454 yds, 18 TD, 9 INT (as true Fr) | returning starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C58,CUMULATIVE,,Christopher Vizzina
QB VALUES,D58,CUMULATIVE,,0
QB VALUES,E58,CUMULATIVE,,Christopher Vizzina
QB VALUES,F58,CUMULATIVE,,0
QB VALUES,H58,CUMULATIVE,,H
QB VALUES,I58,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J58,CUMULATIVE,,2026
QB VALUES,K58,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L58,CUMULATIVE,,"backup promotion | 2025: 2025: 63.4% comp (71 att), 406 yds, 4 TD, 1 INT; 1 start | promoted QB1, no competition (SI High); big-game inexperience | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C59,CUMULATIVE,,Walker Eget
QB VALUES,D59,CUMULATIVE,,0
QB VALUES,E59,CUMULATIVE,,Walker Eget (expected Week 1 starter; 5-way competition)
QB VALUES,F59,CUMULATIVE,,0
QB VALUES,H59,CUMULATIVE,,M
QB VALUES,I59,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J59,CUMULATIVE,,2026
QB VALUES,K59,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L59,CUMULATIVE,,"VERIFIED 2026-08-03 - 7D.3 CONFLICT RESOLVED, candidate entry CONFIRMED: Walker Eget is on the official Duke roster (goduke.com), a San Jose State transfer who committed in Jan 2026 (Duke Chronicle), and is expected to be Duke's Week 1 starter after Darian Mensah left for Miami. Manny Diaz expects him to be a full participant in fall camp. He competes with transfers Blaine Hipa and Ari Patu plus returners Terry Walker III and Dan Mahan. Career at SJSU: 5,555 yds, 30 TD, 19 INT over two seasons starting. Clear leader with real competition -> M retained (not H)."
QB VALUES,C60,CUMULATIVE,,Ashton Daniels
QB VALUES,D60,CUMULATIVE,,0
QB VALUES,E60,CUMULATIVE,,Ashton Daniels
QB VALUES,F60,CUMULATIVE,,0
QB VALUES,H60,CUMULATIVE,,H
QB VALUES,I60,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J60,CUMULATIVE,,2026
QB VALUES,K60,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L60,CUMULATIVE,,"transfer | prev: Auburn | 2025: 2025: 57.1% comp, 797 yds, 3 TD, 2 INT | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C61,CUMULATIVE,,Alberto Mendoza
QB VALUES,D61,CUMULATIVE,,0
QB VALUES,E61,CUMULATIVE,,Alberto Mendoza
QB VALUES,F61,CUMULATIVE,,0
QB VALUES,H61,CUMULATIVE,,H
QB VALUES,I61,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J61,CUMULATIVE,,2026
QB VALUES,K61,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L61,CUMULATIVE,,"transfer | prev: Indiana | 2025: Indiana 2025: 18/24, 286 yds, 5 TD, 1 INT (limited) | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C62,CUMULATIVE,,Lincoln Kienholz
QB VALUES,D62,CUMULATIVE,,0
QB VALUES,E62,CUMULATIVE,,Lincoln Kienholz
QB VALUES,F62,CUMULATIVE,,0
QB VALUES,H62,CUMULATIVE,,H
QB VALUES,I62,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J62,CUMULATIVE,,2026
QB VALUES,K62,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L62,CUMULATIVE,,"transfer | prev: Ohio State | 2025: OSU 2025: 11/14, 139 yds, 1 TD (backup) | projected transfer QB1 (SI High); little volume experience | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C63,CUMULATIVE,,Darian Mensah
QB VALUES,D63,CUMULATIVE,,0
QB VALUES,E63,CUMULATIVE,,Darian Mensah
QB VALUES,F63,CUMULATIVE,,0
QB VALUES,H63,CUMULATIVE,,H
QB VALUES,I63,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J63,CUMULATIVE,,2026
QB VALUES,K63,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L63,CUMULATIVE,,"transfer | prev: Duke | 2025: Duke 2025: 66.8% comp, 3,973 yds, 34 TD, 6 INT; 27 sacks | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C64,CUMULATIVE,,CJ Bailey
QB VALUES,D64,CUMULATIVE,,0
QB VALUES,E64,CUMULATIVE,,CJ Bailey
QB VALUES,F64,CUMULATIVE,,0
QB VALUES,H64,CUMULATIVE,,H
QB VALUES,I64,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J64,CUMULATIVE,,2026
QB VALUES,K64,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L64,CUMULATIVE,,"returning starter | 2025: 2025: 68.8% comp, 3,105 yds, 25 TD, 9 INT | returning starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C65,CUMULATIVE,,Billy Edwards Jr.
QB VALUES,E65,CUMULATIVE,,Open (Billy Edwards Jr. / Miles O'Neill / Au'Tori Newkirk / Travis Burgess)
QB VALUES,H65,CUMULATIVE,,L
QB VALUES,I65,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J65,CUMULATIVE,,2026
QB VALUES,K65,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L65,CUMULATIVE,,"DEFECT CORRECTED 7D.5 2026-08-04: prior entry asserted the Wisconsin transfer as North Carolina's 'projected transfer QB1' (M). Current team-specific coverage contradicts it - headline 2026-07-18: 'UNC QUARTERBACK BATTLE REMAINS WIDE OPEN as Tar Heels head into fall camp.' NO starter named. HC Bill Belichick left the competition open: 'This year our quarterbacks after spring ball are still here, are out in player-run practices,' and described the room as 'significantly deeper and more stable' than 2025 - depth, not a decision. FOUR candidates: Billy Edwards Jr. (most experienced), Miles O'Neill (Texas A&M transfer, 'cannon of an arm'), Au'Tori Newkirk, and Travis Burgess (senior, recovering from injury). No leader identified -> M downgraded to L. NUMERICAL CELLS WERE ALREADY BLANK - this record was never zero-initialized (one of seven M-coded rows carrying blank inputs), so no consistency repair was required and the status was ALREADY UNCERTAIN; the L code now makes that gate explicit rather than incidental. RECHECK: UNC depth chart or a Belichick naming."
QB VALUES,C66,CUMULATIVE,,Mason Heintschel
QB VALUES,D66,CUMULATIVE,,0
QB VALUES,E66,CUMULATIVE,,Mason Heintschel
QB VALUES,F66,CUMULATIVE,,0
QB VALUES,H66,CUMULATIVE,,H
QB VALUES,I66,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J66,CUMULATIVE,,2026
QB VALUES,K66,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L66,CUMULATIVE,,"backup promotion | 2025: 2025: 63.6% comp, 2,354 yds, 16 TD, 8 INT | incumbent starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C67,CUMULATIVE,,Kevin Jennings
QB VALUES,D67,CUMULATIVE,,0
QB VALUES,E67,CUMULATIVE,,Kevin Jennings
QB VALUES,F67,CUMULATIVE,,0
QB VALUES,H67,CUMULATIVE,,H
QB VALUES,I67,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J67,CUMULATIVE,,2026
QB VALUES,K67,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L67,CUMULATIVE,,"returning starter | 2025: 2025: 66.1% comp, 3,641 yds, 26 TD, 13 INT | established returning starter (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,E68,CUMULATIVE,,Davis Warren
QB VALUES,H68,CUMULATIVE,,L
QB VALUES,I68,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J68,CUMULATIVE,,2026
QB VALUES,K68,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L68,CUMULATIVE,,"VERIFIED 7D.5 2026-08-04: quarterback remains one of Stanford's named key fall-camp position battles. Davis Warren (Michigan grad transfer with starting experience) is described as being in a strong position, with true freshman early enrollee Michael Mitchell Jr. able to compete. NO staff naming located, and 'strong position' is a projection rather than a decision -> L retained under the 7D.5 rule; values blank; UNCERTAIN. RECHECK: Stanford depth chart."
QB VALUES,E69,CUMULATIVE,,Steve Angeli
QB VALUES,H69,CUMULATIVE,,L
QB VALUES,I69,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J69,CUMULATIVE,,2026
QB VALUES,K69,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L69,CUMULATIVE,,"VERIFIED 7D.5 2026-08-04: Steve Angeli (Notre Dame transfer) says he is 'FULL GO' with 'no restrictions' ahead of training camp after the 2025 ACHILLES injury that ended his season - but the same reporting frames it as 'ANOTHER QB BATTLE', and Syracuse overhauled the room in the offseason (incl. Kennesaw State transfer Amari Odom). A quarterback returning from an Achilles tear into an acknowledged battle is not a settled job -> L retained; values blank; UNCERTAIN. RECHECK: Syracuse depth chart or a Fran Brown naming."
QB VALUES,C70,CUMULATIVE,,Beau Pribula
QB VALUES,D70,CUMULATIVE,,0
QB VALUES,E70,CUMULATIVE,,Beau Pribula
QB VALUES,F70,CUMULATIVE,,0
QB VALUES,H70,CUMULATIVE,,M
QB VALUES,I70,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J70,CUMULATIVE,,2026
QB VALUES,K70,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L70,CUMULATIVE,,VERIFIED 2026-08-03: Beau Pribula confirmed to 'get the nod' at Virginia per PFF ACC QB projections (76.1 PFF grade). M retained pending official announcement.
QB VALUES,C71,CUMULATIVE,,Ethan Grunkemeyer
QB VALUES,D71,CUMULATIVE,,0
QB VALUES,E71,CUMULATIVE,,Ethan Grunkemeyer
QB VALUES,F71,CUMULATIVE,,0
QB VALUES,H71,CUMULATIVE,,H
QB VALUES,I71,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J71,CUMULATIVE,,2026
QB VALUES,K71,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L71,CUMULATIVE,,"transfer | prev: Penn State | 2025: PSU 2025: 69.1% comp, 1,339 yds, 8 TD, 4 INT; final 4 games 4-0, 73.8%, 6 TD 0 INT | projected transfer QB1 (SI High) | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C72,CUMULATIVE,,Gio Lopez
QB VALUES,D72,CUMULATIVE,,0
QB VALUES,E72,CUMULATIVE,,Gio Lopez
QB VALUES,F72,CUMULATIVE,,0
QB VALUES,H72,CUMULATIVE,,M
QB VALUES,I72,CUMULATIVE,,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)"
QB VALUES,J72,CUMULATIVE,,2026
QB VALUES,K72,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L72,CUMULATIVE,,"VERIFIED 2026-08-03: Gio Lopez confirmed transferring to Wake Forest after 11 starts at North Carolina (73.1 PFF grade, 74.1% adjusted completion). Transfer expected to start; M retained."
QB VALUES,C73,CUMULATIVE,,Maddux Madsen
QB VALUES,D73,CUMULATIVE,,0
QB VALUES,E73,CUMULATIVE,,Maddux Madsen
QB VALUES,F73,CUMULATIVE,,0
QB VALUES,H73,CUMULATIVE,,H
QB VALUES,I73,CUMULATIVE,,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more)
QB VALUES,J73,CUMULATIVE,,2026
QB VALUES,K73,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L73,CUMULATIVE,,returning starter | 2025: Boise State 2025 starter | established returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,E74,CUMULATIVE,,Hauss Hejny (K'saan Farrar competing)
QB VALUES,H74,CUMULATIVE,,L
QB VALUES,I74,CUMULATIVE,,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more)
QB VALUES,J74,CUMULATIVE,,2026
QB VALUES,K74,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L74,CUMULATIVE,,"VERIFIED 2026-08-03: Hauss Hejny is Colorado State's projected starter but is LOCKED IN A BATTLE with UConn transfer K'saan Farrar that is expected to LAST INTO FALL CAMP. Genuine unresolved competition -> L retained; entry refined. (Context: CSU's 2026 HC is Jim Mora, who left UConn - see the 7D.3A UConn finding.)"
QB VALUES,E75,CUMULATIVE,,Open (three-way battle into August)
QB VALUES,H75,CUMULATIVE,,L
QB VALUES,I75,CUMULATIVE,,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more)
QB VALUES,J75,CUMULATIVE,,2026
QB VALUES,K75,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L75,CUMULATIVE,,"VERIFIED 2026-08-03: Fresno State has a THREE-WAY quarterback battle 'likely to run deep into August' involving a Western Michigan transfer and Mercer transfer Braden Atkinson (2025 Jerry Rice Award winner, FCS freshman of the year). Prior single-name entry could not be corroborated. L retained; entry generalized; values blank; UNCERTAIN."
QB VALUES,E76,CUMULATIVE,,Maalik Murphy (leader; Braden Atkinson pushing)
QB VALUES,H76,CUMULATIVE,,M
QB VALUES,I76,CUMULATIVE,,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more)
QB VALUES,J76,CUMULATIVE,,2026
QB VALUES,K76,CUMULATIVE,,2026-08-03 00:00:00
