sheet,cell,classification,old,new
QB VALUES,L137,FINAL-FIVE RE-VERIFICATION NOTE REFRESH,"VERIFIED 2026-08-04: Quinn Henicle CONFIRMED as Old Dominion's leader in a genuine three-way competition. The job opened when 2025 starter Colton Joseph transferred to Wisconsin. Henicle (RS-So) started the 2025 Cure Bowl in Joseph's place and was named GAME MVP in a 24-10 win over South Florida (11/25, 127 yds; 24 carries, 107 yds, 2 rush TD; 51-yd TD run); he is 2-0 as a starter. Beat coverage says Henicle 'HAS A LEG UP' and is 'the front runner to land the QB1 role', while also reporting he 'remains enmeshed in a three-way battle' with RS-Jr JAXON POTTER (Washington State transfer, announced 2026-01-13) and RS-Fr Ryan Huff, both getting significant snaps. Henicle himself (2026-04-03): ""I'm competing like I'm trying to earn this job."" HC Ricky Rahne (7th season, off a 10-3 year) has NOT named a starter - ODU's official Sun Belt Media Day release does not address the position. Documented leader backed by on-field production rather than name recognition, no naming -> M retained (not H); entry refined to name the competitors. Zeros retained (correct for M); status OK. RECHECK: official Old Dominion depth chart.","VERIFIED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: the job opened when 2025 starter Colton Joseph transferred to Wisconsin. Quinn Henicle (RS-So) started the 2025 Cure Bowl in his place and was GAME MVP in a 24-10 win over South Florida (11/25, 127 yds; 24 carries, 107 yds, 2 rush TD incl. a 51-yd TD run); he is 2-0 as a starter. Beat coverage says Henicle 'HAS A LEG UP' and is 'the front runner to land the QB1 role', while reporting he 'remains enmeshed in a three-way battle' with RS-Jr JAXON POTTER (Washington State transfer, announced 2026-01-13) and RS-Fr Ryan Huff. Henicle 2026-04-03: 'I'm competing like I'm trying to earn this job.' HC Ricky Rahne (7th season, off 10-3) has NOT named a starter. Leader backed by on-field production rather than name recognition -> M retained (not H); zeros retained; status OK. RECHECK: official Old Dominion depth chart."
QB VALUES,K139,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L139,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),open competition | prev: Ethan Hampton: Illinois | OPEN COMPETITION — candidates: John White (RS Soph); Ethan Hampton (Illinois transfer); Landry Lyddy | Baseline QB left blank (starter identity not established) | 2025: transfers/returnees | 3-man open battle | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.5 2026-08-04: HC BLAKE ANDERSON says Landry Lyddy is 'VERY MUCH IN THE RACE' to be Southern Miss's opening-night starter as fall camp nears, alongside John White and Illinois transfer Ethan Hampton. NO single starter named. Genuine open competition -> L retained; values blank; UNCERTAIN. Entry corroborated. (Southern Miss's staff was corrected by the owner in Phase 7C.1: Blake Anderson is the 24th HC, announced 2025-12-11.)"
CHANGELOG,A84,VERSION OR CHANGELOG,,v0.7.9
CHANGELOG,B84,VERSION OR CHANGELOG,,2026-08-04
CHANGELOG,C84,VERSION OR CHANGELOG,,"Phase 7D.5 FINAL QB-VERIFICATION CANDIDATE. Closes finding F-7 from Phase 7D.4A: 21 Tier-1 (M/L) records were credited as verified in the phase ledger but still carried their original 2026-07-21 build stamp and build note, so the workbook could not substantiate its own verification claim. All 21 received a fresh team-specific pass and are now stamped. Every Tier-1 record in the dataset now carries an in-workbook verification date and evidence note. The five 7D.4A teams were also re-verified against official/primary sources and their notes refreshed."
CHANGELOG,D84,VERSION OR CHANGELOG,,F-7 closeout
CHANGELOG,A85,VERSION OR CHANGELOG,,v0.7.9
CHANGELOG,B85,VERSION OR CHANGELOG,,2026-08-04
CHANGELOG,C85,VERSION OR CHANGELOG,,"Phase 7D.5 CORRECTIONS (3): (1) MISSOURI M -> H - HC Eli Drinkwitz OFFICIALLY NAMED Austin Simmons the 2026 starter on 2026-03-19 over Matt Zollers and Nick Evers; the prior entry read 'projected leader, some competition', which was stale. Zeros retained. (2) NORTH CAROLINA M -> L - no starter named; 'UNC quarterback battle remains WIDE OPEN' (2026-07-18) with four candidates (Billy Edwards Jr., Miles O'Neill, Au'Tori Newkirk, Travis Burgess) and Belichick leaving it open. Zeros CLEARED. (3) UNLV M -> L - the Las Vegas Review-Journal (2026-07-28) reports 'coaches won't name a front-runner throughout training camp' in a genuine Jackson Arnold vs Alex Orji battle; the prior note's word 'verified' was unsupported. Zeros CLEARED. Also corrected: NEW FACTS on Texas State (Boston College transfer Shaker Reisig is the primary BACKUP, not a challenger; Jackson was 2026 Armed Forces Bowl MVP) and North Texas (replacing Drew Mestemaker, the 2025 national passing-yards leader)."
CHANGELOG,D85,VERSION OR CHANGELOG,,F-7 closeout
CHANGELOG,A86,VERSION OR CHANGELOG,,v0.7.9
CHANGELOG,B86,VERSION OR CHANGELOG,,2026-08-04
CHANGELOG,C86,VERSION OR CHANGELOG,,"Phase 7D.5 RESULT: QB verification backlog = 0 AND audit-trail gap = 0. Counts 65 H / 40 M / 33 L; status 98 OK / 40 UNCERTAIN; blank 39 / zero 99; 0 nonzero QB values; 0 formula changes. Vanderbilt's Phase 8.3 FAILED re-verification is now closed at L. DEFECT PATTERN - AND ITS FIRST EXCEPTION: 11 defects across 80 team-specific passes (about 1 in 7). Ten were over-confident: an unsupported M or a stale named starter (Akron, Arkansas, UConn, Buffalo, Northern Illinois, Appalachian State, Washington State, Georgia Southern, North Carolina, UNLV). MISSOURI IS THE FIRST DEFECT IN THE OPPOSITE DIRECTION - a record rated TOO UNCERTAIN (M) when the starter had been officially named five months earlier. The prior claim that no team was ever rated too uncertain no longer holds and is corrected here."
CHANGELOG,D86,VERSION OR CHANGELOG,,Final QB verification result
