sheet,cell,row,column,column_letter,context,live_value,authoritative_value,expected_action,classification
IMPORT SCHEDULE,D759,759,4,D,401866465 Eastern Michigan Eagles @ Western Michigan Broncos,2026-11-18 00:00:00,2026-11-17 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D760,760,4,D,401866466 Miami (OH) RedHawks @ Kent State Golden Flashes,2026-11-18 00:00:00,2026-11-17 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D764,764,4,D,401862830 Rice Owls @ Temple Owls,2026-11-20 00:00:00,2026-11-19 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D783,783,4,D,401858303 Clemson Tigers @ Duke Blue Devils,2026-11-21 00:00:00,2026-11-20 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D792,792,4,D,401858529 Oregon Ducks @ Michigan State Spartans,2026-11-21 00:00:00,2026-11-20 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D809,809,4,D,401864545 UTEP Miners @ Air Force Falcons,2026-11-21 00:00:00,2026-11-20 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D810,810,4,D,401866468 Bowling Green Falcons @ Toledo Rockets,2026-11-21 00:00:00,2026-11-20 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D822,822,4,D,401858307 SMU Mustangs @ Notre Dame Fighting Irish,2026-11-22 00:00:00,2026-11-21 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D823,823,4,D,401860918 Colorado State Rams @ Fresno State Bulldogs,2026-11-22 00:00:00,2026-11-21 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D824,824,4,D,401860919 Utah State Aggies @ Oregon State Beavers,2026-11-22 00:00:00,2026-11-21 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D825,825,4,D,401860925 San Diego State Aztecs @ Boise State Broncos,2026-11-22 00:00:00,2026-11-21 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D826,826,4,D,401864542 New Mexico Lobos @ Wyoming Cowboys,2026-11-22 00:00:00,2026-11-21 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D827,827,4,D,401864544 UNLV Rebels @ San José State Spartans,2026-11-22 00:00:00,2026-11-21 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D829,829,4,D,401866470 Kent State Golden Flashes @ Eastern Michigan Eagles,2026-11-25 00:00:00,2026-11-24 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D832,832,4,D,401856879 TCU Horned Frogs @ Texas Tech Red Raiders,2026-11-27 00:00:00,2026-11-26 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D841,841,4,D,401856756 Texas Longhorns @ Texas A&M Aggies,2026-11-28 00:00:00,2026-11-27 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D855,855,4,D,401856880 West Virginia Mountaineers @ Utah Utes,2026-11-28 00:00:00,2026-11-27 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D870,870,4,D,401858544 Minnesota Golden Gophers @ Wisconsin Badgers,2026-11-28 00:00:00,2026-11-27 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D891,891,4,D,401864547 Sacramento State Hornets @ Hawai'i Rainbow Warriors,2026-11-29 00:00:00,2026-11-28 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
IMPORT SCHEDULE,D892,892,4,D,401864548 Nevada Wolf Pack @ UNLV Rebels,2026-11-29 00:00:00,2026-11-28 00:00:00,OVERWRITE with v0.8.8,SCHEDULE DATE
MARKET LINES,A6,6,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401856766,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C6,6,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),TCU,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D6,6,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),7.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E6,6,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),47.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F6,6,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G6,6,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H6,6,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K6,6,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),7.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L6,6,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),47.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A7,7,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401858201,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C7,7,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),STAN,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D7,7,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),3.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E7,7,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),48.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F7,7,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G7,7,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H7,7,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K7,7,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),6.0,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L7,7,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),49.0,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A8,8,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401858202,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C8,8,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),UVA,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D8,8,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),5.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E8,8,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),53.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F8,8,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G8,8,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H8,8,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K8,8,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),5.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L8,8,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),53.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A9,9,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401864494,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C9,9,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),USC,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D9,9,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),38.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E9,9,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),60.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F9,9,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel / Action Network Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G9,9,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H9,9,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET: FanDuel spread verified at https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; total corroborated at https://www.actionnetwork.com/ncaaf-game/san-jose-state-usc-score-odds-august-29-2026/288745; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K9,9,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),39.0,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L9,9,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),60.0,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A10,10,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401864570,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C10,10,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),FSU,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D10,10,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),30.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E10,10,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),52.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F10,10,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G10,10,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H10,10,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K10,10,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),31.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L10,10,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),53.0,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A11,11,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401864577,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C11,11,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),NDSU,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D11,11,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),7.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E11,11,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),46.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F11,11,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G11,11,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H11,11,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K11,11,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),7.0,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L11,11,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),47.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A12,12,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401866408,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C12,12,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),EMU,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D12,12,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),9.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E12,12,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),52.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F12,12,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G12,12,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H12,12,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K12,12,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),8.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L12,12,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),52.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,A13,13,1,A,operational Week 0 market lines (repo ships MARKET LINES blank by design),401862693,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,C13,13,3,C,operational Week 0 market lines (repo ships MARKET LINES blank by design),UNLV,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,D13,13,4,D,operational Week 0 market lines (repo ships MARKET LINES blank by design),4.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,E13,13,5,E,operational Week 0 market lines (repo ships MARKET LINES blank by design),56.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,F13,13,6,F,operational Week 0 market lines (repo ships MARKET LINES blank by design),FanDuel Sportsbook Week 0 odds,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,G13,13,7,G,operational Week 0 market lines (repo ships MARKET LINES blank by design),2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,H13,13,8,H,operational Week 0 market lines (repo ships MARKET LINES blank by design),Retrieved 2026-08-26 09:18 ET from https://www.fanduel.com/research/college-football-week-0-schedule-betting-odds-for-every-game; prior Circa snapshot retained in K:L.,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,K13,13,11,K,operational Week 0 market lines (repo ships MARKET LINES blank by design),6.5,,HOLD - ruling required,LIVE-ONLY DATA
MARKET LINES,L13,13,12,L,operational Week 0 market lines (repo ships MARKET LINES blank by design),57.0,,HOLD - ruling required,LIVE-ONLY DATA
QB VALUES,C6,6,3,C,Alabama,,Keelon Russell,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D6,6,4,D,Alabama,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F6,6,6,F,Alabama,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H6,6,8,H,Alabama,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I6,6,9,I,Alabama,Sports Illustrated (https://www.si.com/college-football/projecting-every-sec-starting-quarterback-2026-college-football-season),"CBS Sports / USA TODAY, 2026-08-22 (https://www.cbssports.com/college-football/news/alabama-keelon-russell-starting-qb-battle-austin-mack-kalen-deboer-sec/)",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K6,6,11,K,Alabama,2026-08-04 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L6,6,12,L,Alabama,"VERIFIED 7D.5 2026-08-04: CBS Sports fall-camp QB intel (2026-08-04) confirms the entry - Keelon Russell (2nd-year freshman, former No. 2 overall recruit) vs Austin Mack (RS junior, system experience). Russell only SLIGHTLY favored (characterized as 55-45 to 60-40); status UNDECIDED with the competition ongoing into fall camp; 'Russell will have to improve his consistency' to secure the job. Genuine competition, no leader established by the staff -> L retained; values blank; UNCERTAIN.","2026-08-24 ACTIVATED, confidence H. Head coach Kalen DeBoer selected Keelon Russell over Austin Mack after the second fall scrimmage; the decision was confirmed on 2026-08-22 by USA TODAY Sports and carried by CBS Sports as 'Alabama names Keelon Russell starting QB'. A head-coach decision made and communicated, reported by multiple national outlets. Supersedes the 2026-08-19 authoritative update, which recorded the race as ongoing as of its 2026-08-14 check. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D7,7,4,D,Arkansas,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E7,7,5,E,Arkansas,Open (KJ Jackson / AJ Hill),KJ Jackson,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F7,7,6,F,Arkansas,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H7,7,8,H,Arkansas,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I7,7,9,I,Arkansas,Sports Illustrated (https://www.si.com/college-football/projecting-every-sec-starting-quarterback-2026-college-football-season),Yahoo Sports / Whole Hog Sports 2026-08-24 (https://sports.yahoo.com/articles/why-arkansas-football-chose-kj-091055884.html),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K7,7,11,K,Arkansas,2026-08-03 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L7,7,12,L,Arkansas,"DEFECT CORRECTED 2026-08-03: prior entry asserted KJ Jackson as likely starter (M). HC Ryan Silverfield (Whole Hog Sports, 2026-08-03) says the KJ Jackson vs AJ Hill battle 'could last until the Sept. 5 opener vs North Alabama'; he and OC Tim Cramsey called it 'wide open' in February. Jackson: RS-So, 4-star 2024, 33/54 441yds 3TD 0INT in 2025. Hill: RS-Fr, Memphis transfer (followed Silverfield), 4-star 2025, two years in Cramsey's system. Genuine open competition -> L. Numerical zeros CLEARED to blank per the approved Akron consistency methodology.","2026-08-25 ACTIVATED, confidence L -> H. Arkansas made the decision official on Sunday 2026-08-23 - 'the Hogs made things official on Sunday, Aug. 23, labeling Jackson as the starter' - with HC Ryan Silverfield on the record: 'Ultimately, it came down to the actual situational football', citing Jackson's slight edge in two-minute and situational work. KJ Jackson beat out Memphis transfer AJ Hill after they split first-team reps through 14 fall camp practices. H because this is a first-party team announcement plus a named head-coach rationale. Braden Fuller appeared in the spring game and is NOT part of the starting competition. DEVIATION IS EXACTLY ZERO AND VERIFIED: KJ Jackson was ALREADY the recorded baseline quarterback in column C before this activation, which is therefore NOT rewritten. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the reported North Alabama opener matches IMPORT SCHEDULE exactly (wk1 2026-09-05 North Alabama Lions @ Arkansas Razorbacks). Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,C9,9,3,C,Florida,,Aaron Philo,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D9,9,4,D,Florida,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F9,9,6,F,Florida,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H9,9,8,H,Florida,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I9,9,9,I,Florida,Sports Illustrated (https://www.si.com/college-football/projecting-every-sec-starting-quarterback-2026-college-football-season),Official Florida Athletics 2026-08-24 (https://floridagators.com/news/2026/8/24/football-philo-moves-to-top-of-qb-depth-chart-aug-24-2026); HC Jon Sumrall announcement via The Independent Florida Alligator (https://www.alligator.org/article/2026/08/aaron-philo-starting-quarterback),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K9,9,11,K,Florida,2026-08-04 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L9,9,12,L,Florida,"VERIFIED 7D.5 2026-08-04: CBS Sports fall-camp intel (2026-08-04) confirms an open competition - Aaron Philo (Georgia Tech transfer, reunited with OC Buster Faulkner) vs Tramell Jones (RS freshman). Philo is FAVORED and 'holds the edge entering fall camp' on the strength of a more consistent spring, but NO starter has been named and the competition is live. Under the 7D.5 rule that a starter must not be inferred from a preseason projection, a media 'edge' characterization without a staff naming does not clear the M bar -> L retained (consistent with the Colorado State treatment); values blank; UNCERTAIN. RECHECK: Florida depth chart.","2026-08-25 ACTIVATED, confidence L -> H. HC Jon Sumrall publicly announced Aaron Philo as the starting quarterback on Monday 2026-08-24, and the OFFICIAL Florida Athletics site published 'Philo Moves to Top of QB Depth Chart' the same day. Sumrall on the record: 'Philo will get the lion's share of reps with the ones as we start to try to create cohesion within our football team to be ready for game one', adding 'I thought he protected the football, made good decisions Saturday.' Philo, a Georgia Tech transfer reunited with OC Buster Faulkner, beat out RS freshman Tramell Jones Jr. H because this is an official team release PLUS a head-coach announcement. RECORDED CAVEAT: Sumrall also said 'I talked to Aaron this is not an anointing. (This) is not some permanent, you're the starter forever' - a caution about permanence, not a hedge on who starts Week 1. SUPERSEDES the 2026-08-04 entry. BASELINE MATCH: that entry already recorded Philo as FAVORED, holding 'the edge entering fall camp'. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the reported FAU debut matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Florida Atlantic Owls @ Florida Gators). Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,C18,18,3,C,Tennessee,,Faizon Brandon,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D18,18,4,D,Tennessee,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F18,18,6,F,Tennessee,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H18,18,8,H,Tennessee,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I18,18,9,I,Tennessee,Sports Illustrated (https://www.si.com/college-football/projecting-every-sec-starting-quarterback-2026-college-football-season),"Syndicated wire report, 2026-08-24 (https://ticket760.iheart.com/content/2026-08-24-volunteers-name-true-freshman-starting-qb/)",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K18,18,11,K,Tennessee,2026-08-04 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L18,18,12,L,Tennessee,"VERIFIED 7D.5 2026-08-04: CBS Sports fall-camp intel (2026-08-04) confirms the entry - Faizon Brandon (five-star true freshman) vs George MacIntyre (RS, most system time). Brandon is FAVORED and impressed evaluators ('This kid's got moxie... confidence'), but the competition is UNDECIDED entering fall camp. Genuine competition -> L retained; values blank; UNCERTAIN.","2026-08-24 ACTIVATED, confidence H. Head coach Josh Heupel announced Faizon Brandon as the starting quarterback in a team meeting on Monday 2026-08-24, over George MacIntyre and Colorado transfer Ryan Staub. Brandon is Tennessee's first true freshman to start a season opener since 2004. Formal team announcement. This naming post-dates the 2026-08-19 authoritative update, which recorded an either/or starter as of its 2026-08-18 check. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E21,21,5,E,Vanderbilt,Jared Curtis,Open (Jared Curtis / Blaze Berlowitz / Whit Muschamp),OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,I21,21,9,I,Vanderbilt,Sports Illustrated (https://www.si.com/college-football/projecting-every-sec-starting-quarterback-2026-college-football-season),"On3 + SI Vanderbilt + WSMV fall-camp reporting, 2026-08 (https://www.wsmv.com/2026/08/05/quarterback-competition-continues-dores-open-practice/)",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,K21,21,11,K,Vanderbilt,2026-08-04 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L21,21,12,L,Vanderbilt,"VERIFIED 7D.5 2026-08-04 - CLOSES THE PHASE 8.3 FAILED RE-VERIFICATION: CBS Sports fall-camp intel (2026-08-04) confirms the entry - Jared Curtis (No. 2 overall recruit, true freshman) vs Blaze Berlowitz (veteran who backed up Diego Pavia in 2025). Curtis is FAVORED, with staff saying 'He's as good as we hoped he'd be', but the competition REMAINS OPEN and undecided entering fall camp. Genuine competition -> L retained; values blank; UNCERTAIN. Vanderbilt's record is now substantiated in-workbook for the first time.","VERIFIED 7D.5 2026-08-04 - CLOSES THE PHASE 8.3 FAILED RE-VERIFICATION: CBS Sports fall-camp intel (2026-08-04) confirms the entry - Jared Curtis (No. 2 overall recruit, true freshman) vs Blaze Berlowitz (veteran who backed up Diego Pavia in 2025). Curtis is FAVORED, with staff saying 'He's as good as we hoped he'd be', but the competition REMAINS OPEN and undecided entering fall camp. Genuine competition -> L retained; values blank; UNCERTAIN. Vanderbilt's record is now substantiated in-workbook for the first time. 2026-08-25 RECORD CORRECTION (data quality only; confidence L UNCHANGED, status remains UNCERTAIN, numerical values remain BLANK). The candidate field named Jared Curtis alone. The race is THREE-WAY - Jared Curtis, Blaze Berlowitz and Whit Muschamp - replacing Diego Pavia. Through 15 fall-camp practices the staff gave Curtis and Berlowitz every chance to separate and NEITHER DID. Curtis, the No. 1 QB in the 2026 class, is widely described as the favourite, but favourite is not named, and HC Clark Lea plans to name the starter PRIVATELY in the team room. RECHECK: Lea naming or a Week 1 depth chart.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,C29,29,3,C,Nebraska,,Anthony Colandrea,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D29,29,4,D,Nebraska,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F29,29,6,F,Nebraska,,0,OVERWRITE with v0.8.8,QB ACTIVATION
